run_name,epoch,global_step,train_loss,learning_rate,dev_accuracy
ANLI_3way,1,25,0.4642356673628092,8.333333333333333e-05,
ANLI_3way,1,50,0.39613993432372807,0.00016666666666666666,
ANLI_3way,1,75,0.37366773550709087,0.00025,
ANLI_3way,1,100,0.3669679492712021,0.0003333333333333333,
ANLI_3way,1,125,0.3629642743244767,0.0004166666666666667,
ANLI_3way,1,150,0.3587349964492023,0.0005,
ANLI_3way,1,175,0.35463641580194233,0.0004946808510638298,
ANLI_3way,1,200,0.3516000222833827,0.0004893617021276596,
ANLI_3way,1,225,0.3462507069235047,0.0004840425531914894,
ANLI_3way,1,250,0.34352491786703465,0.0004787234042553192,
ANLI_3way,1,275,0.3399181169779463,0.00047340425531914893,
ANLI_3way,1,300,0.34059885708615184,0.00046808510638297874,
ANLI_3way,1,325,0.3372919767464583,0.0004627659574468085,
ANLI_3way,1,350,0.3342513425435339,0.0004574468085106383,
ANLI_3way,1,375,0.3315399370143811,0.0004521276595744681,
ANLI_3way,1,400,0.3292026966996491,0.00044680851063829785,
ANLI_3way,1,425,0.32889928515781375,0.00044148936170212765,
ANLI_3way,1,450,0.3259939093308316,0.00043617021276595746,
ANLI_3way,1,475,0.32402141123225814,0.0004308510638297872,
ANLI_3way,1,500,0.3224180533885956,0.000425531914893617,
ANLI_3way,1,525,0.3220332564874774,0.0004202127659574468,
ANLI_3way,1,550,0.32118342111395165,0.0004148936170212766,
ANLI_3way,1,575,0.3207312354283488,0.0004095744680851064,
ANLI_3way,1,600,0.3195296339287112,0.00040425531914893613,
ANLI_3way,1,625,0.3183301125586033,0.00039893617021276594,
ANLI_3way,1,650,0.3175110053586272,0.00039361702127659574,
ANLI_3way,1,675,0.3159851914037157,0.0003882978723404255,
ANLI_3way,1,700,0.3154459376606558,0.0003829787234042553,
ANLI_3way,1,725,0.31418967651139046,0.0003776595744680851,
ANLI_3way,1,750,0.31364293665563064,0.0003723404255319149,
ANLI_3way,1,775,0.3124005232595148,0.0003670212765957447,
ANLI_3way,1,800,0.3110710207524244,0.0003617021276595745,
ANLI_3way,1,825,0.3094842499630018,0.0003563829787234043,
ANLI_3way,1,850,0.30888098865747454,0.0003510638297872341,
ANLI_3way,1,875,0.3085465273282358,0.0003457446808510639,
ANLI_3way,1,900,0.3069657942207737,0.00034042553191489364,
ANLI_3way,1,925,0.3062479320067812,0.00033510638297872344,
ANLI_3way,1,950,0.3062923013154221,0.0003297872340425532,
ANLI_3way,1,975,0.30570714237311714,0.000324468085106383,
ANLI_3way,1,1000,0.30531461078394206,0.0003191489361702128,
ANLI_3way,1,1025,0.30523892917556733,0.00031382978723404256,
ANLI_3way,1,1050,0.30505694215939866,0.00030851063829787236,
ANLI_3way,1,1075,0.3038957949771091,0.00030319148936170217,
ANLI_3way,1,1100,0.30276967021552,0.0002978723404255319,
ANLI_3way,1,1125,0.3018415422431297,0.0002925531914893617,
ANLI_3way,1,1150,0.3020818214288548,0.00028723404255319153,
ANLI_3way,1,1175,0.30170395241693615,0.0002819148936170213,
ANLI_3way,1,1200,0.3009147153072991,0.0002765957446808511,
ANLI_3way,1,1225,0.30045593580497165,0.00027127659574468084,
ANLI_3way,1,1250,0.29975521889552476,0.00026595744680851064,
ANLI_3way,1,1250,0.29975521889552476,0.00026595744680851064,0.4116666666666667
ANLI_3way,2,1275,0.21666468303650618,0.00026063829787234045,
ANLI_3way,2,1300,0.23266405194997788,0.0002553191489361702,
ANLI_3way,2,1325,0.22166633224114776,0.00025,
ANLI_3way,2,1350,0.21986870567779987,0.0002446808510638298,
ANLI_3way,2,1375,0.21806221910193563,0.0002393617021276596,
ANLI_3way,2,1400,0.21084724027197807,0.00023404255319148937,
ANLI_3way,2,1425,0.20887537848603513,0.00022872340425531915,
ANLI_3way,2,1450,0.21121564454282635,0.00022340425531914892,
ANLI_3way,2,1475,0.21403475063439045,0.00021808510638297873,
ANLI_3way,2,1500,0.2149005034705624,0.0002127659574468085,
ANLI_3way,2,1525,0.21538584449328482,0.0002074468085106383,
ANLI_3way,2,1550,0.21541838168709848,0.00020212765957446807,
ANLI_3way,2,1575,0.2147635256448904,0.00019680851063829787,
ANLI_3way,2,1600,0.21432195649149693,0.00019148936170212765,
ANLI_3way,2,1625,0.21598617337737233,0.00018617021276595746,
ANLI_3way,2,1650,0.21617084765661276,0.00018085106382978726,
ANLI_3way,2,1675,0.2145312921886387,0.00017553191489361704,
ANLI_3way,2,1700,0.21506775575560622,0.00017021276595744682,
